# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 257000    5.09e-01  3.80e-01    2.59e-03  1.73e-03    6.93e-02  5.19e-02    5.2e-05
 258000    3.94e-01  3.99e-01    1.44e-03  1.44e-03    5.45e-02  5.51e-02    5.1e-05
 259000    5.81e-01  7.53e-01    9.50e-03  9.89e-03    7.71e-02  1.01e-01    5.1e-05
 260000    3.94e-01  4.39e-01    2.20e-03  2.67e-03    5.48e-02  6.11e-02    5.0e-05
 261000    3.99e-01  4.31e-01    4.82e-03  2.06e-03    5.46e-02  6.01e-02    5.0e-05
 262000    4.39e-01  4.01e-01    9.16e-04  2.89e-03    6.20e-02  5.64e-02    4.9e-05
 263000    3.94e-01  4.41e-01    3.87e-03  2.66e-03    5.50e-02  6.20e-02    4.9e-05
 264000    3.83e-01  5.99e-01    2.62e-03  2.07e-03    5.45e-02  8.56e-02    4.8e-05
 265000    4.88e-01  4.52e-01    2.52e-03  1.02e-04    6.96e-02  6.47e-02    4.8e-05
 266000    6.58e-01  4.55e-01    1.08e-03  7.21e-04    9.52e-02  6.59e-02    4.7e-05
 267000    4.27e-01  5.34e-01    2.71e-03  6.92e-04    6.14e-02  7.72e-02    4.7e-05
 268000    6.42e-01  6.66e-01    6.24e-03  7.97e-03    9.26e-02  9.53e-02    4.6e-05
 269000    5.18e-01  4.55e-01    3.08e-03  7.82e-04    7.54e-02  6.66e-02    4.6e-05
 270000    6.41e-01  3.98e-01    5.87e-04  5.56e-04    9.49e-02  5.89e-02    4.5e-05
 271000    3.58e-01  3.39e-01    2.79e-03  2.90e-03    5.25e-02  4.97e-02    4.5e-05
 272000    3.94e-01  4.61e-01    2.33e-03  2.26e-03    5.87e-02  6.88e-02    4.4e-05
 273000    4.62e-01  4.39e-01    2.95e-03  2.31e-03    6.87e-02  6.55e-02    4.4e-05
 274000    3.50e-01  3.88e-01    3.86e-03  4.31e-03    5.22e-02  5.78e-02    4.3e-05
 275000    4.83e-01  3.53e-01    4.49e-03  5.94e-04    7.23e-02  5.35e-02    4.3e-05
 276000    4.18e-01  7.04e-01    2.52e-03  2.29e-03    6.37e-02  1.08e-01    4.2e-05
 277000    3.69e-01  3.35e-01    5.50e-04  1.17e-04    5.65e-02  5.14e-02    4.2e-05
 278000    3.49e-01  3.10e-01    3.11e-03  2.59e-03    5.34e-02  4.75e-02    4.1e-05
 279000    3.42e-01  4.70e-01    4.30e-03  4.75e-03    5.20e-02  7.18e-02    4.1e-05
 280000    3.77e-01  3.63e-01    8.75e-04  8.19e-04    5.91e-02  5.69e-02    4.0e-05
 281000    4.22e-01  4.10e-01    1.12e-03  7.82e-04    6.60e-02  6.42e-02    4.0e-05
 282000    3.79e-01  3.76e-01    4.84e-03  2.90e-03    5.86e-02  5.91e-02    3.9e-05
 283000    3.21e-01  3.70e-01    1.40e-03  3.22e-04    5.08e-02  5.87e-02    3.9e-05
 284000    4.12e-01  4.40e-01    7.51e-04  3.19e-03    6.59e-02  7.00e-02    3.8e-05
 285000    3.57e-01  4.15e-01    1.90e-03  3.04e-03    5.69e-02  6.61e-02    3.8e-05
 286000    4.06e-01  3.94e-01    3.27e-03  3.75e-03    6.51e-02  6.29e-02    3.7e-05
 287000    3.31e-01  3.53e-01    4.36e-03  2.80e-03    5.23e-02  5.67e-02    3.7e-05
 288000    3.24e-01  3.67e-01    3.80e-03  3.50e-03    5.22e-02  5.94e-02    3.6e-05
 289000    5.11e-01  6.03e-01    1.36e-02  9.71e-03    7.41e-02  9.49e-02    3.6e-05
 290000    3.51e-01  3.85e-01    2.08e-03  4.37e-04    5.79e-02  6.38e-02    3.5e-05
 291000    3.43e-01  3.69e-01    1.87e-03  2.77e-04    5.65e-02  6.11e-02    3.5e-05
 292000    3.36e-01  4.69e-01    7.00e-04  7.75e-04    5.63e-02  7.85e-02    3.5e-05
 293000    2.91e-01  3.65e-01    4.53e-04  5.41e-04    4.88e-02  6.12e-02    3.5e-05
 294000    2.86e-01  5.08e-01    2.25e-04  4.31e-04    4.84e-02  8.60e-02    3.4e-05
 295000    3.04e-01  3.05e-01    2.13e-03  3.17e-03    5.12e-02  5.09e-02    3.4e-05
 296000    4.06e-01  4.18e-01    3.16e-03  4.18e-03    6.90e-02  7.08e-02    3.3e-05
 297000    4.17e-01  4.37e-01    4.27e-03  4.70e-03    7.03e-02  7.37e-02    3.3e-05
 298000    4.09e-01  3.68e-01    3.17e-03  2.30e-03    7.02e-02  6.33e-02    3.2e-05
 299000    3.80e-01  3.18e-01    4.08e-05  8.08e-04    6.59e-02  5.51e-02    3.2e-05
 300000    3.40e-01  3.84e-01    3.32e-03  2.97e-03    5.87e-02  6.66e-02    3.2e-05
 301000    3.11e-01  3.02e-01    1.43e-03  2.82e-03    5.44e-02  5.23e-02    3.2e-05
 302000    3.41e-01  3.30e-01    5.93e-03  4.92e-03    5.74e-02  5.63e-02    3.1e-05
 303000    2.84e-01  3.93e-01    2.20e-03  3.32e-03    4.99e-02  6.90e-02    3.1e-05
 304000    3.24e-01  3.02e-01    1.03e-03  7.71e-04    5.79e-02  5.41e-02    3.0e-05
 305000    3.99e-01  4.85e-01    1.09e-03  1.97e-04    7.14e-02  8.70e-02    3.0e-05
 306000    3.79e-01  3.44e-01    1.07e-03  8.13e-04    6.86e-02  6.23e-02    3.0e-05
 307000    4.05e-01  3.90e-01    4.27e-03  2.71e-03    7.21e-02  7.01e-02    3.0e-05
 308000    2.65e-01  2.47e-01    1.83e-03  2.15e-03    4.83e-02  4.49e-02    2.9e-05
 309000    3.66e-01  2.90e-01    3.38e-03  2.52e-03    6.61e-02  5.24e-02    2.9e-05
 310000    2.85e-01  3.08e-01    2.21e-03  1.72e-04    5.24e-02  5.70e-02    2.8e-05
 311000    3.64e-01  4.52e-01    1.27e-03  1.72e-04    6.72e-02  8.38e-02    2.8e-05
 312000    3.02e-01  3.05e-01    1.27e-03  2.03e-04    5.65e-02  5.71e-02    2.8e-05
 313000    3.13e-01  3.25e-01    4.34e-05  2.04e-03    5.87e-02  6.05e-02    2.8e-05
 314000    3.67e-01  2.12e-01    2.43e-04  1.18e-03    6.94e-02  4.00e-02    2.7e-05
 315000    2.82e-01  2.87e-01    1.25e-03  3.33e-04    5.33e-02  5.43e-02    2.7e-05
 316000    3.59e-01  2.65e-01    1.20e-03  5.09e-04    6.86e-02  5.08e-02    2.6e-05
 317000    3.58e-01  3.40e-01    3.87e-03  5.17e-03    6.73e-02  6.26e-02    2.6e-05
 318000    4.74e-01  2.72e-01    3.70e-03  2.15e-03    9.09e-02  5.21e-02    2.6e-05
 319000    3.72e-01  5.91e-01    3.60e-03  7.29e-03    7.12e-02  1.12e-01    2.6e-05
 320000    3.24e-01  2.83e-01    8.11e-04  1.09e-04    6.33e-02  5.55e-02    2.5e-05
 321000    4.00e-01  5.70e-01    9.65e-03  1.19e-02    7.11e-02  1.04e-01    2.5e-05
 322000    3.08e-01  3.19e-01    1.10e-03  3.91e-03    6.09e-02  6.17e-02    2.5e-05
 323000    4.57e-01  3.38e-01    1.87e-03  2.45e-03    9.02e-02  6.64e-02    2.5e-05
 324000    2.85e-01  3.19e-01    3.11e-03  3.49e-03    5.59e-02  6.26e-02    2.4e-05
 325000    3.42e-01  4.19e-01    2.03e-03  3.71e-03    6.81e-02  8.27e-02    2.4e-05
 326000    2.76e-01  2.50e-01    1.72e-03  5.84e-04    5.56e-02  5.05e-02    2.3e-05
 327000    4.57e-01  3.08e-01    1.82e-03  4.55e-03    9.22e-02  6.03e-02    2.3e-05
 328000    2.47e-01  2.62e-01    1.50e-03  2.35e-03    5.04e-02  5.31e-02    2.3e-05
 329000    4.46e-01  3.36e-01    9.02e-04  9.69e-04    9.13e-02  6.87e-02    2.3e-05
 330000    4.37e-01  3.69e-01    5.00e-04  1.25e-03    9.03e-02  7.62e-02    2.2e-05
 331000    2.71e-01  3.36e-01    5.98e-03  5.67e-03    5.18e-02  6.64e-02    2.2e-05
 332000    2.86e-01  3.01e-01    2.70e-03  3.86e-03    5.90e-02  6.15e-02    2.2e-05
 333000    2.30e-01  2.37e-01    1.25e-03  1.89e-03    4.80e-02  4.91e-02    2.2e-05
 334000    2.68e-01  2.62e-01    7.59e-04  8.88e-04    5.66e-02  5.53e-02    2.1e-05
 335000    4.25e-01  3.35e-01    3.96e-03  2.12e-03    8.87e-02  7.03e-02    2.1e-05
 336000    4.23e-01  3.09e-01    3.85e-03  5.05e-03    8.92e-02  6.33e-02    2.1e-05
 337000    2.39e-01  2.67e-01    1.13e-03  5.97e-04    5.09e-02  5.71e-02    2.1e-05
 338000    4.29e-01  3.08e-01    2.11e-03  4.82e-03    9.23e-02  6.41e-02    2.0e-05
 339000    2.64e-01  3.32e-01    1.25e-03  3.03e-03    5.68e-02  7.10e-02    2.0e-05
 340000    4.18e-01  4.07e-01    2.54e-03  3.72e-03    9.09e-02  8.77e-02    2.0e-05
 341000    2.42e-01  2.33e-01    1.16e-03  6.04e-04    5.28e-02  5.08e-02    2.0e-05
 342000    2.98e-01  2.76e-01    2.59e-03  2.93e-03    6.50e-02  5.99e-02    1.9e-05
 343000    2.43e-01  1.89e-01    3.29e-03  3.03e-03    5.24e-02  4.01e-02    1.9e-05
 344000    2.45e-01  3.00e-01    2.34e-03  3.57e-03    5.41e-02  6.57e-02    1.9e-05
 345000    3.00e-01  2.78e-01    1.66e-03  1.69e-03    6.67e-02  6.17e-02    1.9e-05
 346000    4.03e-01  2.21e-01    4.43e-03  1.35e-03    8.94e-02  4.97e-02    1.9e-05
 347000    2.39e-01  2.35e-01    5.58e-04  4.29e-04    5.40e-02  5.30e-02    1.9e-05
 348000    2.31e-01  3.05e-01    1.07e-03  4.64e-04    5.27e-02  6.95e-02    1.8e-05
 349000    2.34e-01  1.98e-01    3.07e-03  3.40e-03    5.19e-02  4.30e-02    1.8e-05
 350000    2.48e-01  2.71e-01    4.52e-03  3.50e-03    5.47e-02  6.10e-02    1.8e-05
 351000    2.46e-01  3.31e-01    6.16e-04  1.36e-04    5.68e-02  7.64e-02    1.8e-05
 352000    2.89e-01  2.80e-01    1.61e-03  1.04e-03    6.70e-02  6.52e-02    1.7e-05
 353000    2.95e-01  2.95e-01    1.96e-03  1.96e-03    6.84e-02  6.84e-02    1.7e-05
 354000    2.41e-01  2.82e-01    1.53e-03  6.34e-04    5.64e-02  6.66e-02    1.7e-05
 355000    2.84e-01  3.68e-01    4.42e-03  4.18e-03    6.48e-02  8.52e-02    1.7e-05
 356000    2.69e-01  3.75e-01    3.31e-03  6.51e-03    6.29e-02  8.59e-02    1.7e-05
 357000    2.85e-01  2.46e-01    2.81e-03  1.10e-03    6.70e-02  5.85e-02    1.7e-05
 358000    2.11e-01  2.01e-01    4.09e-03  4.42e-03    4.84e-02  4.54e-02    1.6e-05
 359000    3.76e-01  3.49e-01    2.53e-03  2.97e-03    9.01e-02  8.31e-02    1.6e-05
 360000    2.15e-01  2.04e-01    9.85e-05  5.92e-04    5.23e-02  4.96e-02    1.6e-05
 361000    2.52e-01  2.01e-01    7.29e-04  8.12e-04    6.13e-02  4.89e-02    1.6e-05
 362000    1.94e-01  2.49e-01    3.18e-03  4.05e-05    4.63e-02  6.13e-02    1.5e-05
 363000    3.76e-01  4.70e-01    4.19e-03  4.73e-03    9.09e-02  1.14e-01    1.5e-05
 364000    3.62e-01  2.13e-01    3.88e-03  1.19e-03    8.86e-02  5.29e-02    1.5e-05
 365000    3.62e-01  2.95e-01    2.53e-03  8.83e-04    8.96e-02  7.33e-02    1.5e-05
 366000    2.22e-01  2.26e-01    3.88e-04  9.39e-04    5.58e-02  5.68e-02    1.5e-05
 367000    3.58e-01  2.71e-01    4.23e-04  3.34e-03    9.01e-02  6.66e-02    1.5e-05
 368000    2.61e-01  1.93e-01    1.11e-03  1.56e-03    6.62e-02  4.86e-02    1.4e-05
 369000    2.91e-01  3.43e-01    5.06e-03  8.26e-03    7.06e-02  7.92e-02    1.4e-05
 370000    2.44e-01  2.99e-01    4.01e-03  8.46e-05    6.03e-02  7.70e-02    1.4e-05
 371000    2.11e-01  2.28e-01    2.49e-03  8.36e-04    5.32e-02  5.86e-02    1.4e-05
 372000    2.65e-01  2.52e-01    3.00e-03  1.75e-03    6.74e-02  6.50e-02    1.4e-05
 373000    2.01e-01  1.60e-01    1.41e-03  1.62e-03    5.20e-02  4.08e-02    1.4e-05
 374000    1.98e-01  2.15e-01    1.22e-03  1.83e-03    5.18e-02  5.59e-02    1.3e-05
 375000    1.87e-01  2.21e-01    1.45e-03  9.04e-04    4.88e-02  5.80e-02    1.3e-05
 376000    3.44e-01  3.36e-01    2.25e-03  9.13e-05    9.09e-02  8.94e-02    1.3e-05
 377000    2.32e-01  2.46e-01    4.17e-03  3.94e-03    5.85e-02  6.28e-02    1.3e-05
 378000    3.39e-01  4.39e-01    3.13e-03  5.85e-03    8.98e-02  1.15e-01    1.3e-05
 379000    1.82e-01  2.24e-01    1.54e-03  9.06e-04    4.84e-02  5.99e-02    1.3e-05
 380000    3.34e-01  2.80e-01    3.10e-03  2.06e-03    8.96e-02  7.53e-02    1.3e-05
 381000    3.39e-01  2.99e-01    2.76e-03  2.41e-03    9.10e-02  8.04e-02    1.3e-05
 382000    1.81e-01  2.09e-01    7.47e-05  1.89e-04    4.95e-02  5.74e-02    1.2e-05
 383000    1.94e-01  1.82e-01    1.63e-03  4.64e-04    5.27e-02  5.00e-02    1.2e-05
 384000    1.95e-01  2.10e-01    2.40e-04  4.91e-04    5.41e-02  5.82e-02    1.2e-05
 385000    1.87e-01  2.86e-01    9.56e-04  3.42e-04    5.16e-02  7.91e-02    1.2e-05
 386000    3.30e-01  3.50e-01    6.24e-04  2.19e-03    9.23e-02  9.75e-02    1.2e-05
 387000    2.30e-01  2.24e-01    9.12e-04  1.66e-04    6.43e-02  6.29e-02    1.2e-05
 388000    1.87e-01  2.06e-01    3.08e-04  1.48e-03    5.29e-02  5.80e-02    1.1e-05
 389000    1.64e-01  2.23e-01    3.12e-04  2.11e-03    4.65e-02  6.24e-02    1.1e-05
 390000    2.52e-01  1.98e-01    4.32e-03  2.69e-03    6.91e-02  5.52e-02    1.1e-05
 391000    1.67e-01  1.76e-01    1.29e-03  7.83e-04    4.74e-02  5.02e-02    1.1e-05
 392000    2.48e-01  2.23e-01    4.79e-03  7.54e-03    6.78e-02  5.31e-02    1.1e-05
 393000    3.13e-01  2.40e-01    6.46e-04  2.16e-05    9.06e-02  6.95e-02    1.1e-05
 394000    1.67e-01  1.94e-01    8.79e-04  1.92e-03    4.88e-02  5.60e-02    1.1e-05
 395000    1.73e-01  2.05e-01    1.73e-03  1.02e-03    4.99e-02  5.99e-02    1.1e-05
 396000    2.00e-01  2.29e-01    3.63e-03  3.87e-03    5.59e-02  6.45e-02    1.0e-05
 397000    1.64e-01  1.41e-01    1.88e-03  1.26e-03    4.75e-02  4.12e-02    1.0e-05
 398000    2.34e-01  2.54e-01    1.88e-03  3.30e-03    6.93e-02  7.38e-02    1.0e-05
 399000    2.24e-01  2.60e-01    4.31e-04  2.03e-03    6.69e-02  7.70e-02    1.0e-05
 400000    2.23e-01  1.64e-01    4.12e-04  4.21e-04    6.72e-02  4.93e-02    1.0e-05
 401000    2.13e-01  1.91e-01    2.56e-03  1.65e-03    6.31e-02  5.71e-02    1.0e-05
 402000    2.44e-01  2.77e-01    3.99e-03  5.93e-03    7.13e-02  7.83e-02    9.8e-06
 403000    1.74e-01  1.78e-01    8.36e-04  1.17e-04    5.28e-02  5.43e-02    9.8e-06
 404000    1.57e-01  1.67e-01    1.24e-03  1.10e-03    4.79e-02  5.11e-02    9.5e-06
 405000    1.57e-01  2.62e-01    8.49e-04  1.24e-03    4.82e-02  8.05e-02    9.5e-06
 406000    2.10e-01  2.98e-01    7.96e-04  3.96e-04    6.51e-02  9.26e-02    9.3e-06
 407000    1.80e-01  1.90e-01    4.41e-04  1.59e-03    5.59e-02  5.86e-02    9.3e-06
 408000    1.80e-01  2.21e-01    3.13e-03  2.58e-03    5.38e-02  6.81e-02    9.1e-06
 409000    2.05e-01  2.88e-01    1.52e-03  1.52e-03    6.39e-02  9.02e-02    9.1e-06
 410000    1.69e-01  1.44e-01    2.14e-03  5.60e-04    5.23e-02  4.58e-02    8.9e-06
 411000    2.77e-01  2.63e-01    5.04e-04  9.66e-04    8.80e-02  8.33e-02    8.9e-06
 412000    1.70e-01  2.10e-01    1.92e-03  1.64e-03    5.37e-02  6.68e-02    8.7e-06
 413000    1.42e-01  1.50e-01    9.91e-04  6.55e-04    4.54e-02  4.81e-02    8.7e-06
 414000    1.48e-01  1.24e-01    4.65e-04  9.06e-04    4.78e-02  4.01e-02    8.5e-06
 415000    1.50e-01  1.86e-01    6.04e-04  1.55e-03    4.85e-02  5.97e-02    8.5e-06
 416000    1.70e-01  1.49e-01    1.54e-03  5.25e-04    5.51e-02  4.87e-02    8.3e-06
 417000    1.70e-01  1.84e-01    1.34e-03  5.24e-04    5.51e-02  6.03e-02    8.3e-06
 418000    1.73e-01  2.37e-01    2.62e-03  1.68e-03    5.54e-02  7.79e-02    8.1e-06
 419000    1.46e-01  1.32e-01    2.19e-03  1.49e-04    4.68e-02  4.37e-02    8.1e-06
 420000    1.98e-01  2.68e-01    4.42e-04  1.18e-03    6.61e-02  8.94e-02    7.9e-06
 421000    1.61e-01  1.76e-01    3.93e-03  4.76e-03    4.96e-02  5.31e-02    7.9e-06
 422000    1.68e-01  2.08e-01    2.67e-04  6.74e-04    5.69e-02  7.01e-02    7.8e-06
 423000    1.75e-01  1.80e-01    2.96e-03  1.44e-03    5.66e-02  6.01e-02    7.8e-06
 424000    1.93e-01  2.14e-01    1.57e-03  1.61e-03    6.52e-02  7.24e-02    7.6e-06
 425000    1.91e-01  2.22e-01    2.44e-03  7.77e-04    6.38e-02  7.57e-02    7.6e-06
 426000    1.51e-01  2.15e-01    4.75e-04  1.23e-03    5.20e-02  7.37e-02    7.4e-06
 427000    1.38e-01  1.80e-01    8.88e-04  4.43e-04    4.75e-02  6.19e-02    7.4e-06
 428000    1.55e-01  1.31e-01    1.84e-03  3.43e-04    5.30e-02  4.57e-02    7.2e-06
 429000    1.85e-01  2.07e-01    2.31e-03  1.83e-03    6.30e-02  7.13e-02    7.2e-06
 430000    1.85e-01  1.82e-01    7.13e-04  1.42e-03    6.50e-02  6.34e-02    7.1e-06
 431000    2.55e-01  2.08e-01    9.89e-04  2.70e-03    8.97e-02  7.13e-02    7.1e-06
 432000    2.11e-01  2.05e-01    4.02e-03  4.51e-03    7.05e-02  6.74e-02    6.9e-06
 433000    1.68e-01  1.90e-01    2.32e-03  2.09e-03    5.82e-02  6.63e-02    6.9e-06
 434000    1.80e-01  1.48e-01    8.11e-04  8.14e-04    6.44e-02  5.30e-02    6.8e-06
 435000    1.81e-01  1.65e-01    1.07e-03  2.54e-03    6.46e-02  5.73e-02    6.8e-06
 436000    1.48e-01  1.41e-01    3.70e-03  4.07e-03    4.91e-02  4.53e-02    6.6e-06
 437000    1.85e-01  1.76e-01    2.93e-03  2.17e-03    6.47e-02  6.24e-02    6.6e-06
 438000    1.49e-01  2.21e-01    1.13e-03  7.45e-04    5.41e-02  8.08e-02    6.5e-06
 439000    1.75e-01  1.90e-01    3.92e-04  1.02e-04    6.42e-02  6.95e-02    6.5e-06
 440000    1.48e-01  1.36e-01    3.91e-04  1.15e-03    5.45e-02  4.99e-02    6.3e-06
 441000    1.43e-01  1.36e-01    1.92e-03  9.68e-04    5.15e-02  5.01e-02    6.3e-06
 442000    2.39e-01  1.94e-01    1.16e-03  6.50e-04    8.91e-02  7.25e-02    6.2e-06
 443000    1.91e-01  2.07e-01    1.99e-03  2.54e-03    7.00e-02  7.56e-02    6.2e-06
 444000    1.81e-01  1.50e-01    3.56e-04  3.83e-03    6.82e-02  5.09e-02    6.0e-06
 445000    1.77e-01  1.48e-01    9.46e-04  4.84e-04    6.65e-02  5.57e-02    6.0e-06
 446000    1.78e-01  1.74e-01    1.13e-03  1.12e-03    6.74e-02  6.61e-02    5.9e-06
 447000    1.37e-01  1.24e-01    8.85e-04  5.55e-04    5.19e-02  4.73e-02    5.9e-06
 448000    1.35e-01  1.41e-01    4.98e-04  2.83e-04    5.18e-02  5.44e-02    5.8e-06
 449000    1.85e-01  2.07e-01    2.17e-03  2.23e-03    6.98e-02  7.82e-02    5.8e-06
 450000    1.22e-01  1.59e-01    4.67e-04  2.83e-04    4.73e-02  6.16e-02    5.6e-06
 451000    1.29e-01  1.59e-01    2.02e-03  2.21e-04    4.87e-02  6.19e-02    5.6e-06
 452000    2.36e-01  1.68e-01    3.47e-03  3.04e-03    8.94e-02  6.24e-02    5.5e-06
 453000    2.31e-01  2.20e-01    2.86e-03  4.19e-03    8.85e-02  8.13e-02    5.5e-06
 454000    1.59e-01  1.50e-01    2.82e-03  9.17e-04    6.02e-02  5.92e-02    5.4e-06
 455000    1.23e-01  1.46e-01    1.93e-03  5.04e-04    4.70e-02  5.79e-02    5.4e-06
 456000    1.51e-01  1.19e-01    2.73e-03  2.49e-03    5.74e-02  4.43e-02    5.2e-06
 457000    1.33e-01  1.48e-01    1.38e-03  2.53e-03    5.21e-02  5.65e-02    5.2e-06
 458000    1.65e-01  1.46e-01    1.14e-04  3.11e-04    6.65e-02  5.88e-02    5.1e-06
 459000    1.54e-01  1.09e-01    3.09e-03  1.45e-03    5.83e-02  4.28e-02    5.1e-06
 460000    1.35e-01  1.52e-01    1.39e-03  3.31e-04    5.42e-02  6.20e-02    5.0e-06
 461000    1.62e-01  1.46e-01    2.94e-04  1.00e-03    6.62e-02  5.89e-02    5.0e-06
 462000    1.53e-01  1.70e-01    3.58e-04  1.22e-03    6.28e-02  6.93e-02    4.9e-06
 463000    2.22e-01  1.71e-01    1.41e-03  1.95e-03    9.10e-02  6.90e-02    4.9e-06
 464000    1.27e-01  1.52e-01    6.60e-04  1.84e-03    5.24e-02  6.17e-02    4.8e-06
 465000    1.33e-01  1.69e-01    3.93e-04  2.06e-03    5.51e-02  6.85e-02    4.8e-06
 466000    1.47e-01  1.54e-01    3.59e-03  3.53e-03    5.62e-02  5.94e-02    4.7e-06
 467000    1.49e-01  1.33e-01    9.00e-04  1.39e-03    6.23e-02  5.49e-02    4.7e-06
 468000    1.22e-01  1.35e-01    1.16e-04  1.63e-03    5.18e-02  5.60e-02    4.6e-06
 469000    1.50e-01  1.60e-01    4.64e-04  8.08e-04    6.34e-02  6.76e-02    4.6e-06
 470000    1.58e-01  1.53e-01    3.34e-05  3.54e-06    6.77e-02  6.55e-02    4.5e-06
 471000    1.29e-01  1.25e-01    1.71e-03  1.15e-03    5.35e-02  5.28e-02    4.5e-06
 472000    1.29e-01  1.41e-01    1.20e-03  3.72e-03    5.52e-02  5.39e-02    4.4e-06
 473000    1.27e-01  1.43e-01    6.67e-04  1.28e-03    5.47e-02  6.08e-02    4.4e-06
 474000    2.10e-01  2.07e-01    1.11e-03  1.73e-04    9.13e-02  9.01e-02    4.3e-06
 475000    1.28e-01  1.82e-01    7.87e-04  1.22e-03    5.56e-02  7.88e-02    4.3e-06
 476000    1.27e-01  1.67e-01    4.33e-04  8.92e-04    5.59e-02  7.31e-02    4.2e-06
 477000    1.19e-01  1.39e-01    3.22e-03  2.33e-03    4.71e-02  5.90e-02    4.2e-06
 478000    1.30e-01  1.31e-01    4.42e-04  1.64e-03    5.76e-02  5.70e-02    4.1e-06
 479000    1.06e-01  1.20e-01    3.93e-04  8.43e-04    4.68e-02  5.31e-02    4.1e-06
 480000    1.31e-01  1.32e-01    9.65e-04  2.70e-04    5.84e-02  5.93e-02    4.0e-06
 481000    1.22e-01  1.55e-01    7.00e-04  2.50e-03    5.43e-02  6.69e-02    4.0e-06
 482000    2.01e-01  1.33e-01    1.82e-04  4.02e-04    9.07e-02  6.02e-02    3.9e-06
 483000    1.19e-01  1.72e-01    1.51e-03  1.20e-03    5.23e-02  7.74e-02    3.9e-06
 484000    1.98e-01  1.40e-01    4.82e-05  1.01e-03    9.04e-02  6.36e-02    3.8e-06
 485000    1.17e-01  1.22e-01    1.30e-03  2.83e-03    5.26e-02  5.16e-02    3.8e-06
 486000    1.45e-01  1.47e-01    5.61e-04  2.93e-03    6.65e-02  6.31e-02    3.7e-06
 487000    1.21e-01  1.04e-01    7.78e-04  5.46e-04    5.54e-02  4.77e-02    3.7e-06
 488000    1.06e-01  9.02e-02    1.71e-03  8.28e-04    4.77e-02  4.15e-02    3.6e-06
 489000    1.29e-01  1.33e-01    3.65e-03  3.61e-03    5.29e-02  5.49e-02    3.6e-06
 490000    1.45e-01  1.21e-01    1.00e-03  7.65e-04    6.75e-02  5.66e-02    3.5e-06
 491000    1.54e-01  1.63e-01    2.09e-03  1.90e-04    7.00e-02  7.65e-02    3.5e-06
 492000    1.43e-01  1.41e-01    7.30e-04  2.10e-04    6.76e-02  6.67e-02    3.5e-06
 493000    1.33e-01  1.71e-01    5.54e-04  2.46e-04    6.30e-02  8.08e-02    3.5e-06
 494000    1.34e-01  1.09e-01    3.21e-04  2.36e-03    6.39e-02  4.84e-02    3.4e-06
 495000    1.40e-01  1.33e-01    8.86e-04  1.12e-03    6.64e-02  6.28e-02    3.4e-06
 496000    1.09e-01  1.47e-01    9.18e-04  9.07e-04    5.17e-02  7.04e-02    3.3e-06
 497000    1.07e-01  1.18e-01    8.91e-04  1.11e-05    5.12e-02  5.68e-02    3.3e-06
 498000    1.86e-01  1.65e-01    1.37e-04  9.27e-05    9.06e-02  8.00e-02    3.2e-06
 499000    9.67e-02  1.23e-01    5.55e-05  1.49e-03    4.70e-02  5.86e-02    3.2e-06
 500000    1.09e-01  1.06e-01    1.12e-03  9.40e-04    5.26e-02  5.11e-02    3.2e-06
 501000    1.06e-01  9.81e-02    2.30e-03  1.26e-03    4.90e-02  4.71e-02    3.2e-06
 502000    1.81e-01  1.91e-01    1.26e-03  3.86e-03    8.89e-02  8.82e-02    3.1e-06
 503000    1.41e-01  1.65e-01    1.03e-03  1.10e-03    6.94e-02  8.09e-02    3.1e-06
 504000    1.82e-01  1.71e-01    1.19e-03  4.97e-03    9.04e-02  7.33e-02    3.0e-06
 505000    1.12e-01  1.30e-01    1.30e-03  5.81e-04    5.49e-02  6.46e-02    3.0e-06
 506000    9.77e-02  1.37e-01    1.86e-03  1.22e-03    4.68e-02  6.84e-02    3.0e-06
 507000    1.14e-01  1.25e-01    2.15e-03  1.12e-03    5.41e-02  6.19e-02    3.0e-06
 508000    1.22e-01  1.80e-01    2.64e-04  1.42e-03    6.19e-02  9.06e-02    2.9e-06
 509000    1.15e-01  1.51e-01    1.14e-03  1.86e-03    5.77e-02  7.48e-02    2.9e-06
 510000    1.77e-01  1.39e-01    2.01e-03  7.74e-05    8.88e-02  7.13e-02    2.8e-06
 511000    1.41e-01  1.30e-01    1.85e-03  2.36e-04    7.02e-02  6.67e-02    2.8e-06
 512000    1.07e-01  1.09e-01    5.66e-04  5.42e-04    5.49e-02  5.61e-02    2.8e-06
 513000    1.15e-01  9.74e-02    9.96e-04  7.22e-04    5.88e-02  4.99e-02    2.8e-06
 514000    1.02e-01  1.43e-01    6.86e-04  1.02e-03    5.26e-02  7.37e-02    2.7e-06
 515000    1.20e-01  1.12e-01    2.04e-04  2.32e-03    6.27e-02  5.48e-02    2.7e-06
 516000    1.24e-01  1.49e-01    8.67e-04  3.31e-03    6.44e-02  7.23e-02    2.6e-06
 517000    1.01e-01  9.74e-02    1.24e-03  2.12e-03    5.19e-02  4.72e-02    2.6e-06
 518000    9.03e-02  9.27e-02    6.35e-04  2.05e-04    4.75e-02  4.91e-02    2.6e-06
 519000    9.96e-02  9.61e-02    5.55e-04  1.34e-04    5.25e-02  5.08e-02    2.6e-06
